gram,counts,date
covid 19,206252,2020-06-16
19 cases,9004,2020-06-16
coronavirus cases,7858,2020-06-16
coronavirus covid19,7453,2020-06-16
19 pandemic,7287,2020-06-16
coronavirus pandemic,6911,2020-06-16
new cases,6272,2020-06-16
life saving,6082,2020-06-16
covid19 coronavirus,5444,2020-06-16
first life,4780,2020-06-16
bbc news,4201,2020-06-16
new coronavirus,3862,2020-06-16
second wave,3831,2020-06-16
new covid,3737,2020-06-16
casos covid,3649,2020-06-16
saving drug,3528,2020-06-16
covid19 pandemic,3388,2020-06-16
coronavirus outbreak,3376,2020-06-16
19 patients,3330,2020-06-16
dexamethasone proves,3308,2020-06-16
proves first,3275,2020-06-16
coronavirus dexamethasone,3265,2020-06-16
new zealand,3219,2020-06-16
nuevos casos,3203,2020-06-16
wear mask,3202,2020-06-16
social distancing,3131,2020-06-16
news coronavirus,3045,2020-06-16
due covid,2936,2020-06-16
19 deaths,2810,2020-06-16
covid19 cases,2774,2020-06-16
casos coronavirus,2636,2020-06-16
new york,2628,2020-06-16
coronavirus covid,2618,2020-06-16
positive covid,2564,2020-06-16
19 crisis,2517,2020-06-16
due coronavirus,2489,2020-06-16
coronavirus drug,2357,2020-06-16
tested positive,2312,2020-06-16
coronavirus deaths,2183,2020-06-16
saving coronavirus,2172,2020-06-16
public health,2143,2020-06-16
june 16,2126,2020-06-16
casos confirmados,2055,2020-06-16
test positive,2050,2020-06-16
death toll,2036,2020-06-16
good news,1989,2020-06-16
due covid19,1972,2020-06-16
positive coronavirus,1951,2020-06-16
nursing homes,1949,2020-06-16
19 via,1925,2020-06-16
stop testing,1877,2020-06-16
via youtube,1868,2020-06-16
major breakthrough,1820,2020-06-16
gon na,1805,2020-06-16
dexamethasone first,1784,2020-06-16
cases covid,1783,2020-06-16
contact tracing,1778,2020-06-16
cases coronavirus,1768,2020-06-16
da covid,1746,2020-06-16
covid_19 coronavirus,1691,2020-06-16
mike pence,1675,2020-06-16
new normal,1669,2020-06-16
confirmed cases,1668,2020-06-16
19 vaccine,1586,2020-06-16
casos positivos,1580,2020-06-16
pandemi covid,1571,2020-06-16
coronavirus crisis,1569,2020-06-16
coronavirus covid_19,1567,2020-06-16
stay home,1566,2020-06-16
pandemia coronavirus,1561,2020-06-16
save lives,1555,2020-06-16
24 horas,1553,2020-06-16
ilhan omar,1549,2020-06-16
spread coronavirus,1534,2020-06-16
pandemia covid,1481,2020-06-16
covid19 covid_19,1476,2020-06-16
19 outbreak,1461,2020-06-16
live updates,1455,2020-06-16
