gram,counts,date
covid 19,105449,2020-09-05
coronavirus cases,4218,2020-09-05
19 cases,4111,2020-09-05
19 vaccine,3244,2020-09-05
coronavirus covid19,3162,2020-09-05
19 pandemic,3106,2020-09-05
new cases,3017,2020-09-05
coronavirus pandemic,2998,2020-09-05
protokol kesehatan,2702,2020-09-05
coronavirus vaccine,2586,2020-09-05
covid19 coronavirus,2497,2020-09-05
19 pakaimaskeruntuksemua,2297,2020-09-05
nuevos casos,2039,2020-09-05
labor day,2000,2020-09-05
new coronavirus,1691,2020-09-05
new covid,1664,2020-09-05
positive covid,1596,2020-09-05
social distancing,1577,2020-09-05
1trenggalek thearieair,1563,2020-09-05
thearieair tjhinfar21,1563,2020-09-05
casos covid,1533,2020-09-05
19 test,1469,2020-09-05
donald trump,1452,2020-09-05
19 deaths,1448,2020-09-05
tested positive,1448,2020-09-05
casos coronavirus,1378,2020-09-05
covid19 pandemic,1349,2020-09-05
dari covid,1306,2020-09-05
due covid,1304,2020-09-05
covid19 cases,1296,2020-09-05
day weekend,1288,2020-09-05
coronavirus covid,1252,2020-09-05
new york,1217,2020-09-05
positive coronavirus,1209,2020-09-05
24 horas,1162,2020-09-05
death toll,1156,2020-09-05
coronavirus deaths,1148,2020-09-05
september 2020,1120,2020-09-05
wear mask,1120,2020-09-05
kamala harris,1102,2020-09-05
news coronavirus,1088,2020-09-05
due covid19,1020,2020-09-05
dead virus,1019,2020-09-05
bbc news,1016,2020-09-05
public health,1009,2020-09-05
via youtube,971,2020-09-05
19 patients,969,2020-09-05
últimas 24,946,2020-09-05
05 09,937,2020-09-05
patuhi protokol,926,2020-09-05
coronavirus tests,920,2020-09-05
active cases,907,2020-09-05
casos positivos,886,2020-09-05
24 hours,853,2020-09-05
pencegahan covid,823,2020-09-05
united states,803,2020-09-05
cases covid,797,2020-09-05
casos confirmados,797,2020-09-05
test kits,794,2020-09-05
penyebaran covid,789,2020-09-05
confirmed cases,769,2020-09-05
pandemi covid,766,2020-09-05
tests positive,765,2020-09-05
19 tests,764,2020-09-05
09 2020,763,2020-09-05
new deaths,763,2020-09-05
19 di,759,2020-09-05
perangi covid,757,2020-09-05
tjhinfar21 1802_kimmi,743,2020-09-05
