gram,counts,date
covid 19,139627,2020-04-03
coronavirus pandemic,9220,2020-04-03
coronavirus covid19,8748,2020-04-03
covid19 coronavirus,7284,2020-04-03
19 pandemic,5560,2020-04-03
stay home,5430,2020-04-03
new york,5185,2020-04-03
coronavirus crisis,5092,2020-04-03
coronavirus outbreak,4294,2020-04-03
via youtube,4272,2020-04-03
coronavirus cases,4213,2020-04-03
social distancing,3894,2020-04-03
stay safe,3186,2020-04-03
due coronavirus,3141,2020-04-03
coronavirus covid,3122,2020-04-03
amid coronavirus,3117,2020-04-03
href rel,3100,2020-04-03
rel nofollow,3100,2020-04-03
fight coronavirus,3084,2020-04-03
true href,3039,2020-04-03
19 crisis,2893,2020-04-03
19 cases,2813,2020-04-03
coronavirus via,2742,2020-04-03
nofollow twitter,2653,2020-04-03
covid19 pandemic,2646,2020-04-03
new cases,2580,2020-04-03
health care,2560,2020-04-03
coronavirus response,2501,2020-04-03
coronavirus lockdown,2497,2020-04-03
white house,2462,2020-04-03
death toll,2354,2020-04-03
fight covid19,2314,2020-04-03
gon na,2194,2020-04-03
spread coronavirus,2192,2020-04-03
tested positive,2163,2020-04-03
due covid,2077,2020-04-03
bbc news,1972,2020-04-03
public health,1969,2020-04-03
corona virus,1951,2020-04-03
news coronavirus,1939,2020-04-03
april 2020,1900,2020-04-03
19 outbreak,1873,2020-04-03
19 patients,1859,2020-04-03
du coronavirus,1839,2020-04-03
positive coronavirus,1822,2020-04-03
fight covid,1808,2020-04-03
twitter web,1794,2020-04-03
crisis coronavirus,1786,2020-04-03
fox news,1772,2020-04-03
coronavirus patients,1769,2020-04-03
coronavirus deaths,1759,2020-04-03
new coronavirus,1730,2020-04-03
task force,1729,2020-04-03
donald trump,1715,2020-04-03
pandemia coronavirus,1709,2020-04-03
jared kushner,1676,2020-04-03
confirmed cases,1628,2020-04-03
casos coronavirus,1627,2020-04-03
united states,1623,2020-04-03
year old,1614,2020-04-03
novel coronavirus,1586,2020-04-03
save lives,1585,2020-04-03
trump administration,1582,2020-04-03
face masks,1575,2020-04-03
gt gt,1563,2020-04-03
web app,1556,2020-04-03
trump coronavirus,1512,2020-04-03
covid19pandemic covid19,1508,2020-04-03
due covid19,1487,2020-04-03
bill gates,1481,2020-04-03
