gram,counts,date
covid 19 cases,7136,2020-07-18
covid 19 pandemic,4410,2020-07-18
positive covid 19,3569,2020-07-18
tested positive coronavirus,3168,2020-07-18
casos covid 19,2279,2020-07-18
new covid 19,2267,2020-07-18
covid 19 vaccine,2103,2020-07-18
covid 19 deaths,1874,2020-07-18
testing tracing cdc,1814,2020-07-18
upcoming coronavirus relief,1783,2020-07-18
coronavirus relief bill,1771,2020-07-18
due covid 19,1762,2020-07-18
one texas county,1746,2020-07-18
money testing tracing,1624,2020-07-18
test positive covid,1613,2020-07-18
block new money,1611,2020-07-18
new money testing,1591,2020-07-18
pushing block new,1585,2020-07-18
cdc upcoming coronavirus,1561,2020-07-18
administration pushing block,1560,2020-07-18
covid 19 patients,1557,2020-07-18
tracing cdc upcoming,1550,2020-07-18
positive coronavirus one,1508,2020-07-18
age tested positive,1507,2020-07-18
trump administration pushing,1501,2020-07-18
coronavirus one texas,1496,2020-07-18
covid 19 death,1424,2020-07-18
new york times,1416,2020-07-18
new coronavirus cases,1360,2020-07-18
coronavirus covid 19,1324,2020-07-18
covid 19 crisis,1227,2020-07-18
infants tested positive,1216,2020-07-18
covid 19 via,1160,2020-07-18
85 infants tested,1141,2020-07-18
cases covid 19,1129,2020-07-18
infants age tested,1114,2020-07-18
covid 19 one,1113,2020-07-18
abandon leadership role,1104,2020-07-18
rush abandon leadership,1092,2020-07-18
últimas 24 horas,1090,2020-07-18
failure rush abandon,1077,2020-07-18
inside trump failure,1074,2020-07-18
85 infants age,1069,2020-07-18
leadership role virus,1068,2020-07-18
trump failure rush,1067,2020-07-18
covid 19 testing,1051,2020-07-18
babies test positive,1027,2020-07-18
covid 19 data,981,2020-07-18
amid covid 19,976,2020-07-18
chinese virologist accuses,972,2020-07-18
virologist accuses beijing,972,2020-07-18
hong kong know,969,2020-07-18
ccp virus chinese,956,2020-07-18
virus chinese virologist,956,2020-07-18
fleeing hong kong,956,2020-07-18
treat whistleblowers telling,956,2020-07-18
