gram,counts,date
covid 19,228106,2020-05-21
coronavirus pandemic,10631,2020-05-21
19 pandemic,9224,2020-05-21
coronavirus cases,7870,2020-05-21
coronavirus covid19,7408,2020-05-21
19 cases,6609,2020-05-21
covid19 coronavirus,5638,2020-05-21
new cases,4935,2020-05-21
new york,4268,2020-05-21
social distancing,4253,2020-05-21
covid19 pandemic,4014,2020-05-21
nursing homes,3857,2020-05-21
covid_19 coronavirus,3696,2020-05-21
new coronavirus,3669,2020-05-21
coronavirus crisis,3638,2020-05-21
via youtube,3546,2020-05-21
coronavirus outbreak,3528,2020-05-21
due covid,3499,2020-05-21
19 crisis,3466,2020-05-21
coronavirus vaccine,3406,2020-05-21
casos covid,3369,2020-05-21
coronavirus covid,3338,2020-05-21
second wave,3262,2020-05-21
36 000,3099,2020-05-21
death toll,3092,2020-05-21
nuevos casos,3091,2020-05-21
white house,2972,2020-05-21
coronavirus covid_19,2933,2020-05-21
coronavirus lockdown,2834,2020-05-21
casos coronavirus,2794,2020-05-21
19 deaths,2764,2020-05-21
due coronavirus,2761,2020-05-21
19 patients,2693,2020-05-21
amid coronavirus,2658,2020-05-21
19 vaccine,2564,2020-05-21
may 21,2554,2020-05-21
donald trump,2531,2020-05-21
bbc news,2467,2020-05-21
100 000,2464,2020-05-21
public health,2457,2020-05-21
contact tracing,2431,2020-05-21
coronavirus deaths,2403,2020-05-21
new covid,2366,2020-05-21
news coronavirus,2343,2020-05-21
casos confirmados,2325,2020-05-21
mental health,2302,2020-05-21
tested positive,2293,2020-05-21
fox news,2281,2020-05-21
pandemia coronavirus,2226,2020-05-21
19 via,2215,2020-05-21
stay safe,2195,2020-05-21
24 horas,2175,2020-05-21
united states,2171,2020-05-21
gon na,2096,2020-05-21
wear mask,2081,2020-05-21
spread easily,2068,2020-05-21
confirmed cases,2046,2020-05-21
due covid19,2029,2020-05-21
stay home,2013,2020-05-21
coronavirus via,1966,2020-05-21
covid19 cases,1944,2020-05-21
coronavirus live,1934,2020-05-21
live updates,1921,2020-05-21
000 lives,1917,2020-05-21
positive covid,1907,2020-05-21
19 testing,1873,2020-05-21
positive coronavirus,1784,2020-05-21
gt gt,1769,2020-05-21
amid covid,1736,2020-05-21
nursing home,1720,2020-05-21
19 outbreak,1709,2020-05-21
cdc says,1690,2020-05-21
da covid,1684,2020-05-21
test positive,1678,2020-05-21
coronavirus response,1666,2020-05-21
says coronavirus,1614,2020-05-21
apple google,1605,2020-05-21
fake news,1601,2020-05-21
least 36,1598,2020-05-21
long term,1594,2020-05-21
19 response,1593,2020-05-21
impact covid,1593,2020-05-21
fight covid,1586,2020-05-21
21 2020,1575,2020-05-21
coronavirus corona,1571,2020-05-21
19 lockdown,1551,2020-05-21
casos positivos,1509,2020-05-21
year old,1506,2020-05-21
24 hours,1500,2020-05-21
19 test,1492,2020-05-21
covid coronavirus,1481,2020-05-21
novel coronavirus,1475,2020-05-21
president trump,1470,2020-05-21
death rate,1466,2020-05-21
covid19 crisis,1463,2020-05-21
people died,1458,2020-05-21
global coronavirus,1455,2020-05-21
pandemia covid,1448,2020-05-21
porn usa,1441,2020-05-21
post covid,1421,2020-05-21
trump says,1417,2020-05-21
lockdown delays,1397,2020-05-21
sars cov,1384,2020-05-21
pandemia covid19,1377,2020-05-21
coronavirus shutdown,1377,2020-05-21
looks like,1374,2020-05-21
cases covid,1370,2020-05-21
new deaths,1365,2020-05-21
19 di,1363,2020-05-21
health care,1357,2020-05-21
coronavirus death,1357,2020-05-21
social media,1353,2020-05-21
join us,1352,2020-05-21
spread coronavirus,1346,2020-05-21
many people,1344,2020-05-21
crisis coronavirus,1340,2020-05-21
may 2020,1332,2020-05-21
corona virus,1328,2020-05-21
