gram,counts,date
covid 19,156952,2020-05-01
coronavirus pandemic,9335,2020-05-01
19 pandemic,7397,2020-05-01
coronavirus covid19,6561,2020-05-01
covid19 coronavirus,5486,2020-05-01
coronavirus lockdown,4081,2020-05-01
19 cases,3920,2020-05-01
coronavirus cases,3502,2020-05-01
new cases,3381,2020-05-01
new york,3349,2020-05-01
19 crisis,3261,2020-05-01
covid19 pandemic,3252,2020-05-01
rel nofollow,3177,2020-05-01
href rel,3177,2020-05-01
coronavirus crisis,3171,2020-05-01
true href,3102,2020-05-01
coronavirus outbreak,3042,2020-05-01
via youtube,2989,2020-05-01
coronavirus covid,2955,2020-05-01
social distancing,2802,2020-05-01
100 000,2738,2020-05-01
due covid,2613,2020-05-01
stay home,2576,2020-05-01
nofollow twitter,2554,2020-05-01
death toll,2508,2020-05-01
due coronavirus,2507,2020-05-01
amid coronavirus,2403,2020-05-01
news coronavirus,2386,2020-05-01
bbc news,2380,2020-05-01
donald trump,2360,2020-05-01
tested positive,2080,2020-05-01
19 patients,2045,2020-05-01
new coronavirus,2044,2020-05-01
wuhan lab,2007,2020-05-01
positive coronavirus,1900,2020-05-01
may 2020,1867,2020-05-01
19 lockdown,1851,2020-05-01
19 deaths,1793,2020-05-01
twitter web,1745,2020-05-01
coronavirus via,1737,2020-05-01
public health,1723,2020-05-01
amid covid,1687,2020-05-01
fight covid,1649,2020-05-01
due covid19,1642,2020-05-01
stay safe,1640,2020-05-01
test positive,1622,2020-05-01
confirmed cases,1617,2020-05-01
19 via,1579,2020-05-01
coronavirus death,1572,2020-05-01
coronavirus patients,1548,2020-05-01
du coronavirus,1507,2020-05-01
web app,1486,2020-05-01
covid19 crisis,1484,2020-05-01
positive covid,1480,2020-05-01
coronavirus tests,1471,2020-05-01
covid19 cases,1453,2020-05-01
bill gates,1452,2020-05-01
fight covid19,1449,2020-05-01
mental health,1448,2020-05-01
novel coronavirus,1447,2020-05-01
death rate,1438,2020-05-01
coronavirus deaths,1431,2020-05-01
covid19 lockdown,1424,2020-05-01
new covid,1413,2020-05-01
around world,1388,2020-05-01
gon na,1386,2020-05-01
fight coronavirus,1357,2020-05-01
19 outbreak,1338,2020-05-01
coronavirus response,1326,2020-05-01
coronavirus vaccine,1303,2020-05-01
coronavirus trump,1298,2020-05-01
trump says,1296,2020-05-01
19 testing,1294,2020-05-01
president trump,1292,2020-05-01
two years,1288,2020-05-01
may day,1283,2020-05-01
corona virus,1277,2020-05-01
gt gt,1274,2020-05-01
health care,1243,2020-05-01
white house,1242,2020-05-01
seen evidence,1234,2020-05-01
good news,1228,2020-05-01
spread coronavirus,1216,2020-05-01
pandemia coronavirus,1210,2020-05-01
live updates,1199,2020-05-01
24 hours,1187,2020-05-01
many people,1180,2020-05-01
crisis coronavirus,1166,2020-05-01
two weeks,1165,2020-05-01
united states,1162,2020-05-01
coronavirus covid_19,1158,2020-05-01
health workers,1156,2020-05-01
evidence coronavirus,1140,2020-05-01
prime minister,1136,2020-05-01
fake news,1134,2020-05-01
emergency use,1111,2020-05-01
19 vaccine,1103,2020-05-01
coronavirus testing,1093,2020-05-01
contact tracing,1071,2020-05-01
19 death,1062,2020-05-01
chinese lab,1054,2020-05-01
1er mai,1051,2020-05-01
essential workers,1050,2020-05-01
coronavirus live,1048,2020-05-01
nursing homes,1034,2020-05-01
help us,1033,2020-05-01
19 di,1033,2020-05-01
impact covid,1026,2020-05-01
year old,1025,2020-05-01
new deaths,1024,2020-05-01
cases covid,1015,2020-05-01
south korea,1014,2020-05-01
19 response,1008,2020-05-01
covid_19 coronavirus,1007,2020-05-01
front line,1007,2020-05-01
pandemi covid,1007,2020-05-01
boris johnson,1004,2020-05-01
nuevos casos,987,2020-05-01
next week,983,2020-05-01
il coronavirus,981,2020-05-01
labour day,978,2020-05-01
casos covid,978,2020-05-01
sars cov,976,2020-05-01
coronavirus update,968,2020-05-01
du covid,966,2020-05-01
looks like,958,2020-05-01
casos coronavirus,957,2020-05-01
face masks,957,2020-05-01
at home,956,2020-05-01
01 05,951,2020-05-01
social media,949,2020-05-01
positive cases,942,2020-05-01
spread covid19,939,2020-05-01
stayhome staysafe,938,2020-05-01
join us,929,2020-05-01
cases coronavirus,927,2020-05-01
total cases,927,2020-05-01
000 people,910,2020-05-01
pandemia covid,907,2020-05-01
well done,901,2020-05-01
19 relief,900,2020-05-01
casos confirmados,895,2020-05-01
spread covid,882,2020-05-01
people died,880,2020-05-01
qu il,876,2020-05-01
pew research,873,2020-05-01
long term,865,2020-05-01
19 coronavirus,857,2020-05-01
24 horas,857,2020-05-01
coronavirus treatment,856,2020-05-01
task force,852,2020-05-01
china coronavirus,850,2020-05-01
19 test,847,2020-05-01
du covid19,847,2020-05-01
post covid,843,2020-05-01
tests positive,832,2020-05-01
response covid,830,2020-05-01
go back,829,2020-05-01
stay at,827,2020-05-01
would like,827,2020-05-01
60 000,825,2020-05-01
cases deaths,819,2020-05-01
save lives,818,2020-05-01
total number,816,2020-05-01
federal government,810,2020-05-01
workers day,809,2020-05-01
coronavirus originated,800,2020-05-01
make sure,799,2020-05-01
covid__19 coronavirus,799,2020-05-01
small businesses,796,2020-05-01
19 update,794,2020-05-01
coronavirus restrictions,792,2020-05-01
home order,788,2020-05-01
19 virus,782,2020-05-01
da covid,778,2020-05-01
need know,775,2020-05-01
back work,770,2020-05-01
healthcare workers,768,2020-05-01
covid19 covid_19,764,2020-05-01
million people,764,2020-05-01
est pas,761,2020-05-01
new post,755,2020-05-01
fox news,753,2020-05-01
every day,751,2020-05-01
care homes,750,2020-05-01
covid19 patients,749,2020-05-01
corona covid19,739,2020-05-01
says coronavirus,739,2020-05-01
coronavirus vía,739,2020-05-01
lockdown extended,738,2020-05-01
000 tests,734,2020-05-01
pandemia covid19,734,2020-05-01
second wave,725,2020-05-01
april 2020,725,2020-05-01
response coronavirus,724,2020-05-01
south africa,724,2020-05-01
trump administration,719,2020-05-01
one day,714,2020-05-01
post covid19,709,2020-05-01
look like,707,2020-05-01
york times,701,2020-05-01
last two,695,2020-05-01
कड उन,686,2020-05-01
first time,685,2020-05-01
frontline workers,685,2020-05-01
post coronavirus,681,2020-05-01
toryboypierce covid19,680,2020-05-01
died coronavirus,680,2020-05-01
sign petition,678,2020-05-01
us coronavirus,676,2020-05-01
covid19 deaths,676,2020-05-01
19 tests,673,2020-05-01
trump coronavirus,669,2020-05-01
crise du,669,2020-05-01
trump claims,663,2020-05-01
uk coronavirus,663,2020-05-01
coronavirus argentina,661,2020-05-01
05 2020,657,2020-05-01
new normal,657,2020-05-01
twitter android,654,2020-05-01
global pandemic,652,2020-05-01
positif covid,650,2020-05-01
please help,649,2020-05-01
coronavirus disease,649,2020-05-01
new covid19,648,2020-05-01
nursing home,646,2020-05-01
people tested,645,2020-05-01
april 30,645,2020-05-01
lockdown covid19,644,2020-05-01
let us,642,2020-05-01
het coronavirus,639,2020-05-01
corona coronavirus,639,2020-05-01
impact covid19,637,2020-05-01
herd immunity,634,2020-05-01
died covid,633,2020-05-01
cases reported,633,2020-05-01
covid__19 covid19,628,2020-05-01
coronavirus covid__19,626,2020-05-01
lockdown coronavirus,619,2020-05-01
small business,615,2020-05-01
covid19 outbreak,613,2020-05-01
cases covid19,610,2020-05-01
covid19 stayhome,609,2020-05-01
tiempos coronavirus,607,2020-05-01
treat coronavirus,606,2020-05-01
covid19 matthancock,599,2020-05-01
coronavirus news,599,2020-05-01
face mask,598,2020-05-01
